hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
Resort Hotel,41,Aug,0,4,2,2.0,BB,India,0,59.69,1
City Hotel,51,Nov,0,6,2,1.0,BB,Germany,2,176.98,0
City Hotel,5,May,1,8,3,2.0,SC,UK,2,125.05,0
Resort Hotel,344,Jul,1,1,4,3.0,BB,UAE,1,136.04,0
City Hotel,166,May,0,6,4,2.0,FB,France,2,129.85,0
Resort Hotel,194,Aug,0,8,1,3.0,BB,,1,103.03,0
Resort Hotel,147,Sep,1,5,3,2.0,SC,UK,0,74.06,0
City Hotel,166,Nov,2,3,3,1.0,FB,UK,1,71.19,0
City Hotel,234,Apr,2,5,4,1.0,BB,USA,0,146.13,1
City Hotel,50,Apr,0,3,4,0.0,SC,India,0,71.58,1
Resort Hotel,334,Nov,3,6,3,1.0,FB,Germany,2,123.6,0
City Hotel,348,Jul,2,6,3,1.0,HB,USA,1,150.09,0
Resort Hotel,162,Jul,4,5,3,2.0,FB,UK,1,,0
Resort Hotel,61,Dec,0,7,1,2.0,BB,UK,2,194.05,1
City Hotel,345,Nov,2,7,4,3.0,FB,India,1,111.02,0
Resort Hotel,247,Aug,1,6,1,1.0,HB,Germany,1,,0
City Hotel,247,Jul,3,6,2,1.0,BB,,2,110.55,1
City Hotel,220,Jul,1,4,4,3.0,HB,India,0,89.73,1
Resort Hotel,358,Jun,1,4,1,1.0,BB,France,1,,1
City Hotel,180,Jun,3,3,3,0.0,SC,France,0,96.45,0
City Hotel,338,Oct,0,7,4,,HB,USA,2,98.81,1
City Hotel,342,Mar,1,3,3,3.0,BB,UAE,2,63.91,0
City Hotel,68,Apr,0,9,4,2.0,SC,UAE,0,108.15,1
City Hotel,161,Oct,0,9,2,,SC,India,1,93.72,1
City Hotel,100,Apr,0,6,1,1.0,HB,UK,0,190.89,0
City Hotel,315,Sep,1,7,1,2.0,SC,France,1,149.83,1
Resort Hotel,269,Jun,0,3,2,0.0,SC,USA,0,93.0,1
City Hotel,79,Dec,1,3,3,3.0,BB,France,2,129.4,1
City Hotel,189,Oct,0,1,3,,FB,France,1,98.41,1
Resort Hotel,97,Mar,4,6,4,0.0,SC,France,1,92.88,0
City Hotel,304,Dec,1,3,4,2.0,HB,France,1,51.49,0
City Hotel,354,Nov,4,1,4,0.0,BB,India,2,85.86,1
Resort Hotel,166,Apr,0,8,4,1.0,BB,UK,2,155.42,0
City Hotel,54,Jun,1,8,3,2.0,SC,India,1,121.04,0
Resort Hotel,159,Dec,3,8,3,3.0,SC,,2,115.52,0
City Hotel,49,Jun,4,8,3,0.0,FB,UAE,0,101.78,1
Resort Hotel,150,Dec,2,5,1,2.0,HB,UAE,0,103.82,1
City Hotel,224,Dec,2,7,2,2.0,BB,USA,2,167.71,1
Resort Hotel,193,May,3,3,2,2.0,BB,USA,2,129.65,1
Resort Hotel,48,Jan,3,2,1,3.0,FB,UK,1,148.9,0
Resort Hotel,92,Nov,2,6,1,0.0,FB,India,2,131.14,1
City Hotel,105,Oct,1,1,1,3.0,HB,USA,1,152.52,0
Resort Hotel,281,Jun,0,2,3,0.0,HB,India,0,,1
City Hotel,21,Apr,1,7,4,1.0,SC,UK,1,,1
Resort Hotel,282,Aug,2,9,4,3.0,SC,UK,2,139.83,0
City Hotel,360,Oct,4,7,4,1.0,FB,USA,0,152.89,1
Resort Hotel,129,Jan,4,8,2,1.0,HB,India,1,103.36,1
Resort Hotel,73,Dec,0,8,4,,SC,Germany,2,,0
Resort Hotel,174,May,0,3,1,3.0,FB,UK,2,181.78,1
Resort Hotel,241,Apr,2,6,1,3.0,FB,USA,2,167.37,0
City Hotel,261,May,2,2,2,1.0,BB,UAE,0,116.68,0
City Hotel,168,Sep,0,9,1,2.0,SC,UK,2,135.34,0
Resort Hotel,145,Jul,4,7,3,3.0,HB,India,0,144.72,1
Resort Hotel,53,Mar,3,3,1,1.0,BB,UAE,2,134.52,1
City Hotel,221,Mar,3,6,1,0.0,FB,UAE,2,103.34,1
City Hotel,108,Jul,3,1,1,2.0,SC,Germany,0,172.0,1
City Hotel,339,Jan,4,7,2,3.0,SC,UAE,0,95.37,0
Resort Hotel,360,Aug,1,9,3,1.0,FB,Germany,0,175.17,1
City Hotel,285,Mar,1,5,1,1.0,HB,Germany,1,135.19,0
Resort Hotel,76,Aug,4,9,3,2.0,HB,Germany,2,120.06,1
City Hotel,136,Aug,1,8,3,3.0,FB,France,0,119.61,1
Resort Hotel,107,Feb,3,8,4,2.0,SC,India,1,,1
City Hotel,43,Mar,4,6,3,2.0,SC,Germany,1,160.52,0
Resort Hotel,223,Oct,0,3,3,3.0,FB,UAE,0,160.13,0
Resort Hotel,143,Jan,4,4,3,,HB,India,2,156.65,1
City Hotel,162,Jun,2,1,2,1.0,FB,UAE,0,10.55,1
City Hotel,90,Mar,3,6,4,,HB,,0,40.16,1
Resort Hotel,353,Sep,3,7,2,2.0,BB,USA,2,49.41,1
City Hotel,228,Jan,2,9,3,1.0,BB,France,1,138.62,0
Resort Hotel,277,Aug,3,5,2,2.0,SC,UAE,1,153.8,0
Resort Hotel,147,Jul,2,2,1,0.0,SC,UK,2,155.89,1
Resort Hotel,96,Dec,2,7,2,1.0,FB,UAE,2,155.73,1
City Hotel,1,Jul,3,7,2,,SC,India,2,128.9,1
City Hotel,179,Nov,4,5,2,2.0,FB,UAE,1,,0
Resort Hotel,161,Aug,2,2,2,1.0,HB,USA,2,181.23,0
Resort Hotel,26,Sep,0,7,1,,SC,Germany,0,109.88,1
Resort Hotel,310,Aug,2,1,1,1.0,HB,UAE,0,145.61,0
City Hotel,45,Jun,0,6,4,0.0,SC,UAE,2,96.5,1
Resort Hotel,155,Jan,4,6,2,1.0,BB,USA,0,169.72,0
Resort Hotel,307,Jan,2,6,2,0.0,FB,France,2,63.01,1
Resort Hotel,28,Nov,2,3,4,0.0,SC,UAE,1,82.81,0
Resort Hotel,212,Jul,2,3,4,3.0,SC,Germany,1,114.89,0
City Hotel,8,Nov,0,1,4,1.0,BB,France,0,127.98,1
Resort Hotel,346,Mar,4,4,1,1.0,HB,UAE,1,82.41,0
Resort Hotel,5,Mar,3,7,3,,FB,UK,2,221.45,0
Resort Hotel,11,Nov,1,1,3,0.0,HB,Germany,0,192.95,0
Resort Hotel,341,Sep,2,2,1,1.0,BB,India,2,100.99,1
City Hotel,200,Oct,2,2,4,1.0,SC,Germany,2,109.66,1
Resort Hotel,154,Apr,2,5,2,0.0,SC,USA,2,95.56,0
City Hotel,122,Mar,3,8,2,0.0,FB,USA,1,146.31,0
Resort Hotel,188,Feb,4,5,1,3.0,SC,Germany,2,67.65,0
City Hotel,302,May,0,1,2,,SC,USA,1,176.31,1
Resort Hotel,140,Sep,3,1,1,3.0,HB,France,2,171.04,1
City Hotel,235,Dec,4,5,4,1.0,HB,India,2,145.39,0
City Hotel,13,Aug,1,2,3,3.0,BB,UK,1,115.49,1
City Hotel,202,Aug,4,3,4,0.0,BB,France,0,66.37,0
City Hotel,349,Jan,4,2,2,,FB,UK,0,61.08,1
Resort Hotel,264,Sep,0,9,3,1.0,BB,India,1,80.83,0
City Hotel,102,Aug,4,5,2,0.0,HB,Germany,0,157.0,0
Resort Hotel,193,Nov,4,1,1,1.0,SC,USA,1,158.54,1
Resort Hotel,132,Mar,2,3,2,1.0,FB,Germany,2,93.67,0
Resort Hotel,353,Aug,0,8,2,0.0,HB,Germany,2,165.86,1
Resort Hotel,311,Sep,4,4,3,2.0,FB,UAE,1,148.04,1
Resort Hotel,362,Dec,4,8,3,3.0,HB,UAE,0,36.44,1
City Hotel,213,Feb,2,1,2,1.0,BB,India,0,94.36,1
Resort Hotel,327,Jan,0,8,3,1.0,BB,France,0,99.22,0
City Hotel,55,Jan,1,9,4,0.0,FB,India,2,160.06,1
Resort Hotel,96,Jan,0,7,4,0.0,HB,UAE,0,135.81,0
Resort Hotel,313,May,3,3,1,0.0,BB,Germany,2,172.69,0
City Hotel,185,Feb,4,2,2,0.0,BB,UK,2,177.89,1
Resort Hotel,156,Apr,3,1,3,0.0,BB,,2,159.68,1
City Hotel,154,Jan,3,7,4,2.0,FB,France,2,,0
Resort Hotel,101,Feb,1,1,4,2.0,BB,India,2,123.48,1
City Hotel,354,Jul,4,6,3,1.0,HB,USA,1,137.07,1
Resort Hotel,73,Sep,0,1,2,1.0,SC,France,2,109.67,0
City Hotel,326,Jun,2,4,3,2.0,FB,USA,2,12.62,0
City Hotel,22,Oct,4,5,1,2.0,SC,UK,2,147.71,0
City Hotel,201,Oct,3,1,1,0.0,SC,Germany,1,135.43,0
Resort Hotel,173,May,3,8,4,1.0,FB,USA,0,,1
City Hotel,143,Oct,4,7,1,0.0,FB,USA,1,75.99,0
Resort Hotel,352,Nov,1,1,2,,FB,,1,82.84,0
City Hotel,146,Jul,0,5,4,0.0,FB,Germany,2,194.03,1
Resort Hotel,267,Sep,2,4,3,1.0,FB,UK,0,53.3,1
Resort Hotel,353,Feb,1,1,1,3.0,BB,UAE,2,75.59,1
Resort Hotel,34,Jun,0,4,2,1.0,FB,Germany,1,140.11,1
Resort Hotel,304,Mar,4,4,2,3.0,BB,USA,0,50.46,0
City Hotel,83,Oct,1,6,4,0.0,HB,India,1,72.65,1
City Hotel,48,Dec,2,4,3,,BB,USA,1,136.71,1
City Hotel,332,Oct,0,5,3,1.0,SC,Germany,1,94.65,0
City Hotel,296,Apr,4,3,4,2.0,FB,France,0,105.43,1
Resort Hotel,187,May,0,7,4,0.0,SC,France,2,130.64,1
City Hotel,297,May,2,3,4,0.0,HB,Germany,2,148.99,0
Resort Hotel,320,Oct,4,5,3,0.0,FB,France,0,,1
City Hotel,204,Aug,3,2,2,0.0,FB,Germany,0,124.15,0
Resort Hotel,49,May,3,8,3,3.0,SC,India,0,127.76,0
Resort Hotel,118,Feb,1,4,1,0.0,FB,Germany,1,178.01,1
Resort Hotel,183,Feb,4,1,3,2.0,BB,India,2,149.64,1
Resort Hotel,92,Dec,4,2,3,,HB,France,1,153.44,0
Resort Hotel,271,Jan,1,7,1,1.0,SC,UK,0,127.51,1
Resort Hotel,132,Feb,0,7,4,1.0,HB,France,1,146.44,1
Resort Hotel,136,Jan,1,2,1,2.0,SC,Germany,1,149.81,1
Resort Hotel,316,Mar,4,8,4,0.0,HB,France,0,83.92,0
City Hotel,127,May,3,1,1,3.0,BB,UK,0,118.69,1
Resort Hotel,346,Mar,0,4,1,2.0,BB,France,0,61.35,0
City Hotel,231,Nov,4,8,4,,BB,UK,2,166.93,0
City Hotel,335,Jul,2,5,1,1.0,BB,USA,0,38.25,1
Resort Hotel,212,Oct,3,8,2,,SC,Germany,2,138.72,0
City Hotel,224,Nov,3,8,1,0.0,HB,Germany,0,162.74,0
City Hotel,10,Feb,1,9,3,,SC,UK,1,64.82,0
City Hotel,80,May,4,1,4,2.0,SC,India,0,71.58,0
Resort Hotel,112,Mar,4,1,4,,SC,UK,1,,0
City Hotel,282,Feb,1,9,4,0.0,SC,USA,1,61.12,0
Resort Hotel,278,Apr,4,7,2,2.0,SC,Germany,2,122.53,0
Resort Hotel,58,Dec,4,9,3,2.0,SC,Germany,1,194.74,0
City Hotel,252,Sep,3,2,1,1.0,SC,France,0,121.39,0
Resort Hotel,316,Sep,0,8,3,0.0,BB,,1,165.79,1
City Hotel,332,Jun,2,1,4,2.0,FB,USA,1,134.15,0
Resort Hotel,167,Jul,2,4,3,1.0,SC,France,1,142.39,0
City Hotel,181,Jan,0,8,4,1.0,HB,India,0,44.04,0
Resort Hotel,2,Mar,2,4,4,0.0,BB,France,0,114.56,1
City Hotel,196,Feb,0,3,2,3.0,BB,USA,1,148.03,0
City Hotel,59,Sep,4,7,4,3.0,FB,UK,1,162.39,0
Resort Hotel,57,Oct,1,5,3,1.0,FB,India,2,184.16,1
City Hotel,200,Aug,4,1,2,1.0,FB,,1,93.73,0
Resort Hotel,108,Mar,1,4,3,3.0,SC,Germany,1,105.42,0
Resort Hotel,140,Oct,0,4,3,,FB,France,2,99.15,1
Resort Hotel,201,Aug,4,1,1,1.0,HB,,1,93.61,1
Resort Hotel,75,Oct,0,5,3,2.0,FB,UK,0,135.54,1
City Hotel,237,Aug,3,2,2,0.0,FB,France,1,127.93,1
City Hotel,1,Nov,0,8,1,3.0,BB,UAE,1,152.99,0
City Hotel,355,Aug,4,9,4,3.0,SC,USA,0,49.35,1
City Hotel,54,Apr,1,2,1,2.0,FB,UAE,0,98.34,0
Resort Hotel,248,Jul,3,4,1,2.0,BB,India,2,185.51,1
Resort Hotel,299,Oct,4,2,1,1.0,SC,France,2,,0
Resort Hotel,7,Aug,4,5,1,,FB,France,2,109.43,0
City Hotel,240,Oct,4,7,3,3.0,SC,UK,1,,0
City Hotel,262,May,3,5,1,3.0,HB,USA,1,77.98,1
Resort Hotel,276,Sep,4,5,3,1.0,BB,USA,2,171.44,1
Resort Hotel,344,Sep,1,2,3,2.0,SC,Germany,0,106.91,0
Resort Hotel,38,Mar,4,3,4,2.0,BB,,2,45.61,1
Resort Hotel,190,Mar,2,6,3,2.0,SC,,0,173.72,0
Resort Hotel,332,Aug,0,6,2,0.0,BB,UAE,2,164.56,1
Resort Hotel,259,Jul,2,1,4,3.0,BB,France,2,103.16,1
City Hotel,156,Sep,1,1,4,3.0,BB,India,1,166.02,0
City Hotel,12,Feb,1,9,3,3.0,FB,Germany,0,153.51,0
Resort Hotel,247,Feb,0,2,3,0.0,SC,Germany,2,180.36,0
City Hotel,336,Jul,1,2,1,,FB,India,2,116.37,1
City Hotel,172,Aug,1,9,3,1.0,HB,UK,0,127.46,1
City Hotel,15,Mar,4,5,1,1.0,FB,,1,186.52,1
City Hotel,311,Jan,0,6,2,3.0,HB,UAE,0,20.19,0
Resort Hotel,95,Oct,2,3,4,1.0,SC,Germany,2,110.16,0
Resort Hotel,245,Jul,4,7,4,1.0,HB,UK,0,165.53,1
City Hotel,338,Nov,4,2,3,3.0,BB,USA,0,76.09,1
Resort Hotel,262,Jun,2,5,4,3.0,HB,Germany,0,126.91,1
City Hotel,64,Jan,1,4,4,0.0,HB,India,2,102.52,1
Resort Hotel,209,Sep,3,8,2,0.0,HB,USA,0,70.76,0
Resort Hotel,215,Nov,3,2,4,3.0,HB,USA,1,103.7,0
City Hotel,35,Nov,1,1,1,2.0,HB,France,2,127.76,0
Resort Hotel,11,Nov,4,2,4,0.0,BB,UK,2,155.66,0
Resort Hotel,279,Jun,2,2,1,,HB,France,1,199.67,0
Resort Hotel,313,May,3,8,1,3.0,BB,USA,1,98.94,0
City Hotel,81,Mar,4,1,1,1.0,FB,,2,142.52,1
City Hotel,70,Sep,3,1,1,1.0,SC,India,2,171.38,0
City Hotel,165,Jul,2,1,2,0.0,HB,Germany,1,134.95,0
Resort Hotel,63,Apr,4,3,2,3.0,FB,,2,81.57,1
Resort Hotel,80,Jan,0,5,4,0.0,FB,USA,1,166.19,1
City Hotel,29,Dec,4,8,2,,HB,France,2,177.66,1
City Hotel,170,Apr,0,8,1,0.0,FB,UK,2,149.32,0
City Hotel,156,Mar,1,5,2,,SC,UK,2,,0
City Hotel,106,Jun,2,5,3,0.0,SC,USA,0,116.65,1
Resort Hotel,274,Nov,3,7,3,2.0,BB,UAE,2,39.81,1
Resort Hotel,241,Jan,1,1,2,3.0,BB,Germany,0,130.54,1
Resort Hotel,330,Nov,1,1,3,2.0,FB,France,1,162.69,0
Resort Hotel,229,Apr,4,1,4,0.0,HB,India,2,73.91,1
City Hotel,153,Jan,4,8,3,3.0,FB,India,2,122.13,1
City Hotel,356,Jan,0,8,4,2.0,HB,UK,0,96.54,0
City Hotel,304,Jun,0,4,2,0.0,FB,India,1,175.02,0
Resort Hotel,343,Jun,1,5,1,3.0,HB,Germany,1,152.79,1
City Hotel,178,Sep,1,7,2,2.0,FB,USA,0,162.88,0
City Hotel,19,Nov,4,6,4,3.0,HB,France,1,,1
City Hotel,331,Jul,4,2,3,3.0,SC,India,0,,1
Resort Hotel,41,Jun,3,7,2,0.0,FB,USA,2,74.35,0
City Hotel,261,Mar,2,2,2,0.0,HB,UAE,0,121.44,1
City Hotel,262,Mar,3,4,2,0.0,BB,France,0,87.95,0
Resort Hotel,301,May,2,4,4,3.0,BB,USA,1,86.95,1
Resort Hotel,230,Jun,1,5,3,,HB,India,2,76.33,1
City Hotel,75,Jun,4,1,2,2.0,HB,USA,2,68.02,0
City Hotel,189,Aug,3,3,1,2.0,BB,Germany,0,94.66,1
City Hotel,112,Aug,2,8,4,3.0,HB,UK,1,133.18,1
Resort Hotel,363,Jan,0,6,4,0.0,BB,France,0,118.09,1
Resort Hotel,234,Mar,2,3,3,,SC,France,2,191.37,0
City Hotel,176,May,2,2,1,3.0,BB,Germany,2,167.75,0
Resort Hotel,48,Sep,4,6,2,3.0,FB,USA,1,145.77,1
Resort Hotel,177,Apr,3,3,3,1.0,SC,France,2,136.09,0
Resort Hotel,216,May,1,7,4,3.0,FB,UK,2,101.19,0
City Hotel,232,Jan,3,7,1,3.0,HB,India,0,164.34,1
Resort Hotel,49,Jul,1,2,2,3.0,HB,France,0,102.62,1
Resort Hotel,98,Feb,0,4,4,1.0,BB,Germany,2,139.87,1
City Hotel,300,Dec,4,3,2,1.0,BB,UAE,1,187.85,0
Resort Hotel,285,Jan,2,8,3,3.0,BB,Germany,1,81.51,1
City Hotel,282,Feb,3,8,1,2.0,SC,UK,2,91.15,0
Resort Hotel,211,Aug,3,4,3,1.0,SC,Germany,1,69.3,0
City Hotel,127,Jan,1,4,2,,FB,USA,2,55.2,1
Resort Hotel,317,Jan,3,6,2,3.0,BB,France,2,123.11,1
Resort Hotel,296,Jan,2,6,4,0.0,FB,France,0,151.91,1
Resort Hotel,102,Nov,1,6,1,0.0,HB,France,0,156.41,0
Resort Hotel,19,Feb,2,2,1,,FB,USA,1,97.96,0
City Hotel,210,Jan,1,8,2,3.0,HB,USA,1,149.37,1
Resort Hotel,142,Feb,2,7,2,,HB,France,2,172.64,0
Resort Hotel,291,Nov,1,2,2,2.0,HB,France,0,167.5,0
Resort Hotel,338,Jul,4,8,4,2.0,FB,Germany,0,69.25,1
City Hotel,348,Jan,3,1,2,1.0,HB,India,0,100.26,0
Resort Hotel,147,Oct,2,7,1,2.0,FB,USA,2,123.34,1
Resort Hotel,89,Feb,0,6,1,3.0,FB,Germany,0,100.5,0
Resort Hotel,335,Mar,4,9,4,1.0,HB,France,0,84.0,1
City Hotel,240,Feb,4,3,1,1.0,SC,UAE,1,178.51,1
Resort Hotel,343,Mar,2,9,4,1.0,SC,France,0,102.53,1
City Hotel,237,Jul,2,5,3,2.0,HB,France,1,104.0,1
Resort Hotel,140,Feb,0,5,2,1.0,FB,India,1,152.91,1
Resort Hotel,96,Mar,2,6,2,1.0,HB,USA,1,94.27,0
City Hotel,182,Jun,0,3,1,0.0,BB,UAE,2,111.35,0
Resort Hotel,348,Apr,2,4,2,,SC,UAE,1,73.95,1
City Hotel,226,Jan,0,6,1,1.0,HB,,0,158.59,0
City Hotel,193,Aug,1,5,2,,SC,Germany,0,136.86,1
City Hotel,138,Jul,3,8,4,0.0,HB,UK,1,200.54,1
Resort Hotel,283,Aug,3,7,2,3.0,BB,UK,2,,1
Resort Hotel,76,Sep,2,1,4,0.0,SC,India,0,185.09,1
City Hotel,356,Sep,2,6,2,3.0,FB,UAE,0,122.67,0
Resort Hotel,245,Mar,3,5,4,3.0,HB,USA,1,146.39,1
City Hotel,353,Nov,3,9,4,2.0,BB,USA,1,,1
Resort Hotel,324,Sep,0,3,3,3.0,BB,India,2,151.91,0
City Hotel,148,Nov,0,4,1,2.0,SC,UAE,1,144.36,0
City Hotel,145,Jun,1,4,2,0.0,FB,UK,1,134.82,1
Resort Hotel,116,Oct,1,4,2,3.0,FB,UK,0,132.26,0
City Hotel,302,Oct,0,9,1,3.0,FB,France,1,159.9,1
City Hotel,334,Feb,1,8,4,2.0,BB,Germany,0,116.61,0
Resort Hotel,10,Jan,4,9,3,2.0,FB,France,1,111.62,0
Resort Hotel,121,Apr,0,4,1,3.0,HB,UAE,2,95.03,1
Resort Hotel,148,Sep,1,3,2,2.0,HB,USA,0,113.97,0
City Hotel,227,Feb,1,5,1,3.0,HB,France,2,149.88,1
Resort Hotel,219,Jan,2,2,3,1.0,SC,USA,0,126.47,0
City Hotel,318,Feb,2,5,3,,SC,France,0,163.84,0
Resort Hotel,79,Jul,2,2,4,2.0,BB,Germany,2,102.85,1
Resort Hotel,346,May,3,2,2,0.0,FB,France,1,109.67,0
Resort Hotel,140,May,3,7,2,1.0,BB,France,1,79.44,1
City Hotel,24,Oct,3,4,4,3.0,BB,France,0,148.95,1
Resort Hotel,309,Apr,0,6,4,2.0,FB,USA,2,44.92,0
City Hotel,228,Jan,2,9,1,3.0,HB,France,1,173.77,0
Resort Hotel,289,Aug,2,3,1,3.0,BB,UAE,1,163.48,1
Resort Hotel,325,Dec,0,1,1,1.0,FB,UK,1,180.69,0
Resort Hotel,329,Jan,3,3,1,3.0,HB,UK,2,134.23,0
Resort Hotel,360,Oct,1,3,4,1.0,FB,Germany,1,217.69,1
Resort Hotel,100,Dec,4,3,3,2.0,FB,India,1,164.9,0
Resort Hotel,89,Mar,2,4,3,1.0,HB,France,0,159.65,1
City Hotel,7,Feb,3,3,1,0.0,HB,France,0,137.73,0
City Hotel,354,Feb,1,5,1,3.0,SC,USA,2,66.6,0
City Hotel,171,Sep,2,8,4,1.0,BB,India,0,120.44,1
City Hotel,263,Sep,2,3,1,1.0,SC,UAE,1,107.06,0
City Hotel,351,May,4,6,2,3.0,BB,India,0,113.61,0
City Hotel,317,Nov,3,1,3,2.0,HB,France,0,117.56,1
Resort Hotel,32,Feb,0,4,1,0.0,FB,France,1,,1
Resort Hotel,213,Oct,1,1,1,0.0,HB,France,1,,1
Resort Hotel,59,Jul,1,2,3,2.0,HB,India,2,76.11,0
City Hotel,335,Aug,3,3,3,3.0,HB,UK,2,62.65,1
City Hotel,30,Dec,1,5,2,2.0,BB,UAE,1,147.71,1
Resort Hotel,260,Sep,0,9,2,2.0,FB,USA,0,86.38,0
City Hotel,34,Apr,1,9,4,0.0,SC,UK,2,48.26,0
City Hotel,137,Jan,3,3,2,2.0,BB,UAE,0,121.97,0
Resort Hotel,316,Jul,0,8,2,3.0,BB,UAE,0,141.96,0
City Hotel,222,Jul,4,2,1,2.0,HB,France,1,122.95,0
City Hotel,115,Jan,3,9,1,0.0,HB,India,2,95.04,1
Resort Hotel,183,Apr,4,4,2,2.0,BB,UK,2,190.57,0
Resort Hotel,247,Apr,1,2,4,2.0,SC,India,1,73.18,0
Resort Hotel,29,Dec,0,5,4,3.0,HB,France,2,138.43,1
City Hotel,310,Jan,1,7,3,1.0,FB,UK,1,142.01,1
City Hotel,179,Jul,3,6,2,1.0,BB,India,1,129.81,0
City Hotel,278,Mar,4,9,3,0.0,HB,Germany,1,138.26,0
City Hotel,276,Dec,4,7,2,3.0,BB,UK,0,160.3,0
Resort Hotel,293,Jan,1,6,2,3.0,FB,USA,1,95.93,1
Resort Hotel,128,Dec,3,8,1,1.0,BB,India,1,139.8,1
City Hotel,233,Jul,1,7,2,2.0,BB,UAE,1,114.12,1
Resort Hotel,307,Mar,2,7,1,0.0,BB,France,1,88.07,1
City Hotel,73,Mar,3,8,4,2.0,HB,France,1,77.71,1
Resort Hotel,214,Mar,3,6,4,3.0,BB,UK,1,108.3,1
Resort Hotel,208,Apr,0,5,2,3.0,SC,UAE,2,136.79,0
City Hotel,322,May,2,4,4,1.0,SC,France,2,111.62,0
City Hotel,62,Jan,4,8,2,1.0,HB,UAE,0,142.86,0
City Hotel,252,Mar,1,9,3,1.0,HB,Germany,1,146.31,0
City Hotel,44,Dec,4,9,4,3.0,BB,USA,2,112.77,0
City Hotel,279,Jan,3,4,2,2.0,BB,UK,1,139.83,1
Resort Hotel,349,Mar,1,9,3,3.0,SC,UK,1,214.29,0
Resort Hotel,11,Mar,4,2,3,,BB,France,2,161.26,0
Resort Hotel,182,Apr,1,7,2,3.0,SC,UAE,2,52.01,1
City Hotel,183,Dec,4,4,4,3.0,BB,India,2,194.8,0
City Hotel,61,Oct,1,4,4,2.0,BB,France,0,148.98,0
City Hotel,180,Dec,4,8,2,1.0,SC,India,2,86.12,1
Resort Hotel,123,Jan,4,3,1,,BB,France,1,101.16,0
Resort Hotel,22,May,1,5,4,2.0,SC,India,0,168.95,0
City Hotel,3,Dec,0,5,4,0.0,BB,UAE,2,142.89,0
City Hotel,239,Apr,1,3,4,2.0,HB,India,0,,1
Resort Hotel,204,May,4,4,2,1.0,FB,Germany,2,84.8,1
City Hotel,321,Jun,2,9,2,3.0,FB,UAE,1,111.34,1
City Hotel,246,Mar,3,3,2,0.0,FB,Germany,2,102.23,1
Resort Hotel,186,Mar,0,9,3,2.0,FB,Germany,2,152.37,0
City Hotel,171,May,1,1,4,,HB,France,0,122.99,1
City Hotel,346,May,3,5,1,2.0,SC,UAE,2,124.95,1
City Hotel,61,Sep,0,5,4,3.0,FB,USA,2,126.05,1
City Hotel,349,Jul,2,9,3,2.0,BB,,2,108.27,0
City Hotel,53,Jun,3,8,4,3.0,HB,UK,0,71.74,1
Resort Hotel,161,Feb,1,7,2,0.0,FB,USA,2,150.59,0
Resort Hotel,224,Sep,2,1,4,2.0,FB,UK,2,141.04,1
City Hotel,25,Oct,1,7,1,0.0,FB,Germany,0,118.13,0
City Hotel,306,Mar,3,2,4,,FB,UK,1,119.07,0
Resort Hotel,303,Jul,1,9,2,1.0,FB,France,0,105.31,0
Resort Hotel,122,Aug,2,3,4,2.0,FB,UK,1,161.32,1
City Hotel,186,Sep,2,9,2,2.0,HB,USA,1,129.41,1
City Hotel,356,May,3,5,3,1.0,BB,Germany,1,96.76,0
Resort Hotel,66,Jun,3,4,3,0.0,FB,,1,131.93,1
City Hotel,207,Jun,4,5,3,,SC,,1,83.05,1
City Hotel,269,May,2,2,4,0.0,FB,UK,2,107.94,0
Resort Hotel,15,Jul,4,8,4,3.0,FB,UAE,0,127.87,0
City Hotel,6,Jan,1,8,3,0.0,HB,,0,137.72,1
Resort Hotel,253,May,3,8,3,3.0,FB,USA,2,95.94,0
Resort Hotel,85,Nov,0,8,2,2.0,HB,UAE,0,103.23,1
City Hotel,42,Oct,1,7,2,3.0,HB,India,0,121.31,0
Resort Hotel,218,Jun,4,2,1,2.0,BB,France,0,77.4,0
City Hotel,163,Dec,2,8,2,3.0,HB,Germany,0,82.64,1
Resort Hotel,237,Mar,3,6,4,1.0,BB,India,0,109.03,0
City Hotel,82,Feb,3,5,3,0.0,SC,UAE,0,74.07,1
Resort Hotel,262,Apr,1,2,1,3.0,FB,France,0,113.28,0
Resort Hotel,78,Mar,1,3,3,1.0,FB,UK,1,126.29,1
City Hotel,299,Jun,3,4,3,1.0,SC,India,0,75.76,0
Resort Hotel,148,Jun,4,4,3,1.0,FB,France,0,123.46,0
City Hotel,109,Apr,2,5,4,0.0,FB,France,2,,0
Resort Hotel,48,Dec,3,2,2,3.0,HB,India,1,118.5,0
City Hotel,155,Apr,3,9,2,0.0,BB,UK,0,,0
Resort Hotel,76,Oct,1,9,2,3.0,HB,UK,2,114.82,1
City Hotel,129,Oct,2,9,4,1.0,FB,UAE,2,175.48,1
Resort Hotel,119,Nov,3,5,2,1.0,HB,Germany,2,169.81,0
City Hotel,270,Oct,1,4,3,1.0,SC,France,2,68.92,1
Resort Hotel,323,Nov,0,9,4,0.0,FB,Germany,0,131.5,0
City Hotel,10,Feb,3,8,1,,SC,UAE,2,96.39,0
City Hotel,223,Jul,0,7,2,2.0,BB,UK,2,151.79,1
Resort Hotel,330,Sep,2,5,4,2.0,HB,UAE,0,102.53,1
